1	16
2	11
3	18
4	4
5	7
6	10
7	10
8	5
9	1
10	2
11	0
12	9
13	1
14	0
15	3
16	0
17	0
18	10
19	4
20	2
21	19
22	19
23	8
24	10
25	22
26	15
27	12
28	11
29	8
30	10
31	15
32	15
33	18
34	13
35	28
36	16
37	14
38	21
39	14
40	20
41	20
42	34
43	11
44	6
45	30
46	9
47	18
48	10
49	5
50	10
51	16
52	14
53	25
54	9
55	14
56	12
57	7
58	10
59	2
60	1
61	1
62	2
63	9
64	2
65	9
66	3
67	10
68	0
69	12
70	0
71	12
72	18
73	17
74	4
75	16
76	7
77	14
78	8
79	4
80	2
81	4
82	2
83	0
84	0
85	0
86	0
87	7
88	7
89	24
90	19
91	10
92	12
93	2
94	4
95	14
96	9
97	12
98	9
99	5
100	4
101	19
102	16
103	10
104	13
105	7
106	7
107	24
108	9
109	9
110	0
111	3
112	1
113	6
114	6
115	3
116	1
117	0
118	2
119	1
120	3
121	9
122	23
123	17
124	22
125	11
126	8
127	17
128	11
129	12
130	9
131	5
132	4
133	7
134	10
135	3
136	0
137	0
138	0
139	0
140	3
141	21
142	3
143	0
144	3
145	7
146	2
147	7
148	5
149	6
150	10
151	6
152	10
153	6
154	6
155	11
156	16
157	0
158	3
159	4
160	8
161	6
162	7
163	5
164	13
165	3
166	1
167	4
168	4
169	5
170	3
171	0
172	1
173	4
174	4
175	1
176	8
177	5
178	10
179	3
180	7
181	22
182	28
183	8
184	6
185	3
186	0
187	2
188	8
189	4
190	5
191	0
192	4
193	2
194	3
195	2
196	5
197	2
198	3
199	3
200	1
201	2
202	5
203	10
204	7
205	8
206	9
207	0
208	3
209	1
210	3
211	2
212	10
213	4
214	5
215	0
216	4
217	3
218	2
219	2
220	0
221	4
222	7
223	0
224	0
225	4
226	4
227	0
228	1
229	13
230	6
231	5
232	2
233	0
234	1
235	1
236	1
237	2
238	2
239	4
240	0
241	9
242	8
243	4
244	2
245	4
246	3
247	2
248	3
249	7
250	2
251	0
252	3
253	5
254	2
255	1
256	2
257	8
258	10
259	5
260	4
261	0
262	5
263	3
264	3
265	6
266	9
267	3
268	2
269	12
270	12
271	20
272	21
273	11
274	2
275	6
276	10
277	9
278	15
279	9
280	14
281	9
282	2
283	12
284	6
285	2
286	11
287	9
288	5
289	7
290	2
291	1
292	7
293	0
294	2
295	3
296	1
297	1
298	2
299	1
300	8
301	6
302	5
303	4
304	9
305	15
306	3
307	1
308	5
309	11
310	7
311	2
312	2
313	2
314	6
315	10
316	6
317	3
318	0
319	7
320	9
321	15
322	6
323	16
324	8
325	12
326	17
327	10
328	15
329	7
330	8
331	4
332	9
333	7
334	3
335	2
336	5
337	5
338	13
339	15
340	8
341	1
342	1
343	4
344	10
345	11
346	6
347	7
348	8
349	2
350	4
351	3
352	3
353	5
354	4
355	1
356	3
357	3
358	0
359	0
360	0
361	0
362	0
363	0
364	0
365	3
366	1
367	0
368	2
369	0
370	1
371	2
372	7
373	5
374	2
375	1
376	0
377	0
378	3
379	0
380	7
381	7
382	0
383	8
384	11
385	14
386	8
387	5
388	2
389	8
390	1
391	4
392	18
393	11
394	2
395	3
396	7
397	1
398	9
399	12
400	8
401	10
402	1
403	6
404	5
405	2
406	0
407	4
408	10
409	7
410	3
411	2
412	18
413	18
