1	18
2	11
3	6
4	15
5	17
6	18
7	7
8	2
9	12
10	6
11	4
12	3
13	7
14	7
15	11
16	13
17	6
18	5
19	3
20	14
21	14
22	15
23	26
24	8
25	13
26	9
27	11
28	13
29	8
30	7
31	10
32	19
33	15
34	9
35	16
36	6
37	10
38	7
39	2
40	7
41	6
42	11
43	25
44	9
45	6
46	7
47	7
48	20
49	11
50	6
51	8
52	2
53	2
54	14
55	3
56	15
57	3
58	11
59	9
60	7
61	1
62	2
63	3
64	5
65	12
66	7
67	16
68	3
69	6
70	2
71	11
72	16
73	23
74	5
75	13
76	12
77	4
78	5
79	5
80	7
81	9
82	5
83	7
84	9
85	0
86	4
87	7
88	4
89	0
90	21
91	8
92	1
93	6
94	0
95	0
96	8
97	9
98	20
99	12
100	5
101	17
102	13
103	2
104	12
105	3
106	6
107	7
108	4
109	7
110	14
111	9
112	7
113	12
114	10
115	3
116	12
117	10
118	2
119	0
120	0
121	1
122	19
123	13
124	1
125	4
126	7
127	10
128	6
129	11
130	1
131	4
132	6
133	20
134	18
135	12
136	17
137	6
138	1
139	9
140	11
141	16
142	22
143	19
144	12
145	8
146	6
147	17
148	15
149	26
150	24
151	32
152	3
153	13
154	5
155	9
156	3
157	8
158	6
159	7
160	5
161	6
162	14
163	7
164	12
165	12
166	14
167	14
168	9
169	13
170	1
171	11
172	12
173	5
174	8
175	0
176	0
177	13
178	17
179	6
180	3
181	3
182	7
183	10
184	22
185	8
186	10
187	13
188	5
189	17
190	15
191	2
192	16
193	17
194	9
195	11
196	5
197	19
198	10
199	22
200	14
201	8
202	6
203	4
204	5
205	6
206	12
207	8
208	12
209	8
210	6
211	5
212	1
213	3
214	17
215	7
216	14
217	9
218	18
219	16
220	15
221	6
222	14
223	13
224	19
225	2
226	1
227	9
228	4
229	19
230	8
231	9
232	4
233	4
234	6
235	10
236	10
237	20
238	24
239	13
240	1
241	2
242	19
243	4
244	11
245	1
246	1
247	10
248	4
249	4
250	12
251	14
252	9
253	39
254	28
255	16
256	13
257	15
258	6
259	4
260	10
261	11
262	2
263	1
264	3
265	2
266	7
267	8
268	0
269	7
270	7
271	3
272	5
273	13
274	3
275	3
276	4
277	16
278	19
279	4
280	7
281	2
282	1
283	1
284	6
285	6
286	4
287	3
288	2
289	0
290	9
291	11
292	1
293	0
294	2
295	7
296	4
297	5
298	2
299	10
300	6
301	2
302	5
303	8
304	0
305	7
306	8
307	4
308	8
309	3
310	7
311	8
312	10
313	21
314	5
315	2
316	8
317	8
318	5
319	5
320	5
321	11
322	19
323	21
324	25
325	12
326	12
327	18
328	7
329	18
330	11
331	7
332	8
333	14
334	0
335	6
336	7
337	7
338	5
339	4
340	12
341	6
342	7
343	6
344	9
345	21
346	13
347	13
348	3
349	6
350	5
351	5
352	13
353	1
354	4
355	16
356	12
357	20
358	16
359	5
360	8
361	14
362	6
363	9
364	7
365	5
366	18
367	14
368	3
369	2
370	23
371	12
372	11
373	7
374	10
375	10
376	16
377	19
378	3
379	12
380	12
381	9
382	8
383	7
384	3
385	11
386	4
387	10
388	5
389	16
390	12
391	14
392	25
393	8
394	9
395	14
396	29
397	4
398	10
399	15
400	20
401	17
402	11
403	10
404	24
405	15
406	15
407	11
408	17
409	18
410	22
411	18
412	27
413	26
414	26
415	9
416	17
417	11
418	26
419	25
420	11
421	15
422	17
423	34
424	12
425	16
426	32
427	21
428	15
429	10
430	11
431	12
432	22
433	35
434	24
435	29
436	40
437	19
438	39
439	18
440	16
441	15
442	23
443	13
444	16
445	22
446	15
447	12
448	15
449	28
450	30
451	30
452	47
453	15
454	28
455	25
456	16
457	28
458	37
459	34
460	18
461	54
462	31
463	26
464	8
465	15
466	22
467	28
468	34
469	21
470	30
471	29
472	20
473	23
474	36
475	20
476	17
477	23
478	19
479	14
480	19
481	25
482	20
483	9
484	19
485	41
486	25
487	13
488	29
489	25
490	33
491	21
492	54
493	45
494	29
495	32
496	27
497	28
498	45
499	44
500	42
501	36
502	20
503	43
504	23
505	8
506	8
507	21
508	23
509	29
510	15
511	32
512	23
513	45
514	29
515	36
516	38
517	43
518	25
519	23
520	27
521	12
522	23
523	32
524	39
525	40
526	49
527	20
528	31
529	33
530	41
531	42
532	19
533	29
534	72
535	29
536	13
537	52
538	19
539	23
540	26
541	57
542	25
543	29
544	49
545	59
546	46
547	27
548	39
549	57
550	38
551	27
552	18
553	34
554	35
555	26
556	43
557	63
558	19
559	17
560	18
561	13
562	17
563	24
564	26
565	34
566	28
567	26
568	32
569	21
570	39
571	33
572	19
573	32
574	38
575	44
576	46
577	30
578	39
579	32
580	31
581	23
582	16
583	14
584	38
585	45
586	18
587	19
588	47
589	19
590	26
591	3
592	13
593	57
594	26
595	43
596	34
597	22
598	36
599	24
600	45
601	34
602	42
603	31
604	29
605	40
606	36
607	25
608	42
609	16
610	25
611	34
612	34
613	31
614	42
615	29
616	28
617	20
618	45
619	31
620	49
621	23
622	22
623	35
624	66
625	24
626	45
627	61
628	46
629	22
630	28
631	17
632	34
633	40
634	49
635	52
636	19
637	42
638	31
639	24
640	31
641	31
642	32
643	28
644	20
645	50
646	48
647	29
648	22
649	27
650	20
651	22
652	27
653	38
654	44
655	36
656	54
657	32
658	10
659	69
660	45
661	29
662	34
663	42
664	58
665	42
666	43
667	39
668	30
669	43
670	69
671	26
672	41
673	56
674	57
675	53
676	33
677	42
678	29
679	15
680	5
681	16
682	33
683	14
684	47
685	65
686	51
687	40
688	16
689	58
690	29
691	38
692	33
693	41
694	51
695	31
696	20
697	18
698	35
699	32
700	36
701	55
702	30
703	25
704	19
705	30
706	35
707	58
708	46
709	30
710	28
711	38
712	33
713	63
714	45
715	64
716	40
717	33
718	38
719	36
720	22
721	33
722	67
723	26
724	29
725	17
726	35
727	34
728	33
729	24
730	29
731	45
732	49
733	17
734	16
735	41
736	26
737	16
738	42
739	25
740	26
741	29
742	13
743	7
744	47
745	31
746	46
747	18
748	23
749	25
750	27
751	37
752	36
753	59
754	43
755	13
756	32
757	27
758	31
759	44
760	32
761	12
762	33
763	27
764	31
765	17
766	18
767	34
768	26
769	30
770	35
771	59
772	32
773	58
774	17
775	24
776	24
777	23
778	34
779	30
780	37
781	25
782	24
783	42
784	28
785	36
786	62
787	29
788	42
789	27
790	54
791	27
792	40
793	43
794	42
795	43
796	38
797	22
798	42
799	39
800	39
801	22
802	20
803	33
804	40
805	21
806	42
807	36
808	29
809	22
810	29
811	35
812	49
813	45
814	21
815	29
816	37
817	39
818	22
819	47
820	49
821	49
822	30
823	33
824	39
825	59
826	38
827	56
828	35
829	36
830	65
831	50
832	54
833	34
834	47
835	62
836	39
837	32
838	36
839	65
840	28
841	36
842	25
843	18
844	42
845	26
846	16
847	43
848	59
849	33
850	56
851	46
852	66
853	57
854	30
855	35
856	52
857	31
858	43
859	43
860	22
861	44
862	37
863	52
864	44
865	27
866	33
867	21
868	33
869	57
870	44
871	39
872	45
873	30
874	34
875	22
876	33
877	21
878	10
879	15
880	20
881	16
882	31
883	3
884	26
885	27
886	38
887	23
888	31
889	25
890	23
891	40
892	15
893	37
894	24
895	12
896	14
897	22
898	38
899	32
900	13
901	26
902	31
903	24
904	24
905	26
906	13
907	27
908	12
909	20
910	21
911	13
912	12
913	24
914	58
915	13
916	24
917	31
918	31
919	25
920	22
921	24
922	9
923	29
924	29
925	34
926	31
927	36
928	34
929	12
930	14
931	35
932	23
933	15
934	18
935	6
936	25
937	28
938	41
939	28
940	39
941	16
942	43
943	35
944	17
945	13
946	34
947	30
948	31
949	32
950	74
951	18
952	27
953	35
954	31
955	41
956	51
957	30
